label,url,filepath,width,height
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9Mxjqbj4dNH7zGrcWwaMfaKsNAY2-VD3AfA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_11.jpg,259,194
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI085qKNyrVKZH7nMhvUh9LqLStcTk8mpqWw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_12.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4WHirVZVpO7S7UDGNarpNBMxdSFLGOyIbAQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_13.jpg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlyTvoxXw257VEEMC_ZOOFcfumP4FRYWaWTQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_14.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM_tkJDh7loDqnKJ1rV6d_lZhrCzsLZHtehA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_15.jpg,293,172
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkYzf8S1Z7-Qj-wlOCByPFJ3h5qQx3-8H9Zw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_16.jpg,278,182
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMZARY9vMpZiBhN-vON9Zf4VU5wsmyYtTGlg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_17.jpg,247,204
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQS_GlenIvItf2a6mtsopCWj6UU24Dbyz5bFg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_18.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF1k_nD76X1ehkvcV5rJrAcAKTUHiM_BqlMA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_19.jpg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnMOV_Zv7b4R4ysfxgTlSssV9z8YUJptJNZA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_20.jpg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSneIFuwrHZjqSwxeUVuLJGKrz7OKLhBBNEtw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_21.jpg,294,171
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2PDScq9DFaA0CFWWfm9Ut-IIk6hyJcB7wew&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_22.jpg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpY_iQrKLovVEPP8qYrMRJpbEv9NUtf443vw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_23.jpg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8NFCSqkYu16YBEGzGOtGYLgZfQW4s6KO8BQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_24.jpg,293,172
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-kED-aSOKdO2HAT6plBAyAE2yJzb2kmX9Vg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_25.jpg,278,181
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7Ihk8Q0GeB6O7vYSXa2Ays11esAoJ9Y9UJA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_26.jpg,225,225
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1fu6r70HZ9AV2pbLcTPIc5rdhO9iuEBhFPAnX3qczKJ5fMBbf_Y3H&s=0,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_27.jpg,50,50
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6qP0QUAlvx6lW1ZbheNVFm1bs2HseXY7HQ6UTWA5cRdKNfMZDpZN-&s=0,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_28.jpg,50,50
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYmoRq3KCeV5Cl2x-jW-QDnFE_qNL0f481mA9-cShLGpyc4wjrJ0b9&s=0,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_29.jpg,50,50
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWatSm_oIPsFrRFkmH_DZPM8hNKA_MRwgSnA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_30.jpg,184,273
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU7-XaTOJTFsqzlxDZEJ2SgYMrlGbKMSLjVQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_31.jpg,259,194
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKW58xrEj-1wi1XP68mpxcDeD0G8f6zTC67g&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_32.jpg,297,170
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG_wbW7n7cdsIQyEbRtoCUpjExjmu9lJWJeQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_33.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsj9i-PaVjKk7AeFYFmP-NV4k7T2tY1yv4_g&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_34.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDoolmRO6Bk3rRPh14QMsMAqRCIP34Z3JbAg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_35.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMqoRw98iA8nw64_KsM6v0xGjxkgkle8Mhsw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_36.jpg,286,176
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThZc2S62TvmKCe4KzFNxcblamTNBq2Sy9F5w&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_37.jpg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvDFNNe1TRnB3WHXp8wu5y1wb3tstcBcV8mw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_38.jpg,236,214
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLtTnm9-5aAwKwqlro07qDoc1ZXeV4mdxrdQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_39.jpg,335,151
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqv51CXABhER3sSOdPz3DKtAmKO-SGMI01YA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_40.jpg,183,275
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZoHbhpqyzMsIHrhN3JG7E1ERqfgNOLyKfPQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_41.jpg,237,213
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpvyqRvRJwFxjNGbLdgQQFS084M6FCC-pdLQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_42.jpg,168,300
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs1jldOnGOqAjUhSumHThFAFl_DFR5uZMs3A&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_43.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpQZ381SrQvaKKn9sheOuFY1DYVm7PPbDG9w&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_44.jpg,345,146
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdWKIQup65RvK0T6pmdEEMp4PFqVKOhc2VBQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_45.jpg,276,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3n3Q4mwKMgb19fR2z9cdi1wF8s39UbTK74A&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_46.jpg,275,183
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJMtl9lZOe4OxykJlN11pkGzWH4hmZwEdrOg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_47.jpg,259,194
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_ZAzV6nX8-eQKve2NkfSTrNBGjdgueKbpfg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_48.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGEYfQ7_3WcbHKUzApl1qlVqV87PkvWg3RcA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_49.jpg,300,168
airplanes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQt9f0HMciDjYG6HG6EBu2m6JkWeHw6PtlXxQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\airplanes\airplanes_50.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSurvKx9Fcd5GKRLbbkgts0-cS62qRXp6A06tofHtuYmnbf2jtKkY_sfO70&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_1.jpg,46,46
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyZ_1BozoQp11ARSD-v3h0t3dMMpQHzphzbxC7VC_0TaaSiZAz0zW2np0a&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_2.jpg,61,46
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPFuJmHV3qdfYw5Ca-T1dpVGOxHDAKXLSu1k17DwrVsyCr0Vt5832QLFmG&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_3.jpg,70,46
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOpdBiGyOuOCw1LPSacKQDV5FlQVmxPCLLysj-aTGoW3n3RE_xpQrmWKA4&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_4.jpg,49,46
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4fpR-8rYMNWDOShFWJ9tBA_hd2UHeKjvTjQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_5.jpg,292,173
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsAdOREJ5OfDZcuD1CgEKSN-eKwwoIcNTwIw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_6.jpg,250,202
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg_SmPn_9vfqj-j-J1sewXdxmY0OZmUKZNzA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_7.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT1ttImUbksazX4dbccb6C__JZu7Ypc6zL7A&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_8.jpg,287,175
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT91-p4YRRbV_Xq0sqbviVPweH1i7RgWRNh5A&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_9.jpg,225,225
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMlJuTJT7gqScp31m-6mGP9bMGANhQtizioA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_10.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHUPa6sQ3dtR0KYyrfakJTaogKnw3X1yRFrw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_11.jpg,450,112
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhys_5S1hiArR45nf6K3_0GN38yCe6aWlvww&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_12.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKV89vIMhw9P7XRcbjQrvfg7jQvagajW4bGw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_13.jpg,249,202
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHCerabGc_5hXNKwtxO1js17t8Ew8HQrsjWA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_14.jpg,259,194
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQj76MexBGPKZYhYSRp_mAlrp5v7MRfRKZ9xQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_15.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9wEfLT41KPqOv6PC2a8sO2-DleND64lziTQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_16.jpg,319,158
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRI-negOeOx_5LlOAGWcCLnnvDHRrwBrC0Hqg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_17.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjg9Bn64kfssvW7ZXgVyKEFlgHaRaw5a3bCQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_18.jpg,267,188
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpTKC6H5MAOmGId2AlSi2EYg9NRE2PpIHp0A&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_19.jpg,292,173
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSr5DgVZhEQbuCcdCF05R-dww8LSkDSj-en7Q&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_20.jpg,183,275
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGWO2qdANYM4K7YlnenocLPBn4v2wUPLCWrw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_21.jpg,259,194
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyuwYmPbyxtFl31tQK34sKoe6pU3uVzpSG2g&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_22.jpg,259,194
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGBl__QnKHUTgxrXxCHphDlyIj9gPsKthDRw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_23.jpg,311,162
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFJMCepWI4bL70tj2z7cGK_mgutK8G5V_vag&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_24.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSATKp-l840GzWKpjixP0CZcT8K55nSxr4IAg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_25.jpg,259,194
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6-2PU0fDx8PPaZQuV9P4pZ9216ueixr1LNA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_26.jpg,285,177
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyJSxxNPLPtIsNbCAWyLTP5JGz4QhUb2zLnQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_27.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoSq7AZ5dk9yrOSdMneCOLVv1k42Rya2yMrP4pHZgi&s=0,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_28.jpg,50,50
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVNzxLTmxdknA2U8EjbLsI2kmq70sxyuVfB8CKEBEY&s=0,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_29.jpg,50,50
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpCE7cek_fdzpLBUQ2t17gSHjIdutP42blaUfSgHlms-zH4UYFSxpE&s=0,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_30.jpg,50,50
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsBfr8D53DFPc6hgZg9Z2zjEci7C8mRYu0ZA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_31.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFFVllsOLenCVWuinoK5GrhZ-4P6W0V45j-Q&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_32.jpg,337,149
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkVQVt72Jv3dTXnzf2JF48BAuhuAQ3-htpJA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_33.jpg,254,199
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsDkuKYETbLbomNlMaDbb8tCeHdcmvL5jgyg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_34.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAJ1BlVvxnL9o151NQmpsz6953iivCAhG1Gw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_35.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRURq_MUIvHPIsn9QaA4kMUCueqdd1ozTknWg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_36.jpg,194,259
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSsccaKIFXAcPvmjlf2KOLV-nAxEUOn8atPg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_37.jpg,244,206
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR58E8LgMo2jkNtjw7QYlDQtA7nNuuEP7nX7Q&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_38.jpg,245,206
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsnBWtF8l4eDFvMGqchUSrIG_y5IaoVpKkJA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_39.jpg,304,166
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTbF55vAE5jiC0TbZh4TbIde2aWPahvw5NQg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_40.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLqLVdizfzXSr4oPBlrZ2h-REnMb7PlqJQIw&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_41.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQe9uBRf99EWTfM_lceVOp71INQNiIW2e4sA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_42.jpg,233,216
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRF3x2pJxEVaBL9kUFxlrUX5lW39oOO9LuotQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_43.jpg,300,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiQo54vQ-C5-keZkjU4rTGFpZVbLkUPMPhkA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_44.jpg,320,158
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1d9eGcPOnECwPF_XFLUcXpnw79DDKmVx2eQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_45.jpg,296,170
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8p4_HWAsB_zxv4WpiDToRXME50W2BtLzNkA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_46.jpg,299,168
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMjFchstgjolX8cRq9prh_1Uh34gGUATvyrA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_47.jpg,275,183
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRGqUVBsyLOy9oTEQF5faz9Dnbh7Df2y3TdA&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_48.jpg,259,194
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQln2iqoZPoFi-4HsxCr6vTtafoKeoJH4RUBQ&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_49.jpg,258,195
bicycles,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHBBaC6QxC69OvmYix1Rm34OVhMq1Zd1JDLg&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\bicycles\bicycles_50.jpg,275,183
books,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrM_Ter5OLJGH3OK1hNilxfkGfOQXSrClv-ntSlJ8HVXvOg-J8OIGzHSO5&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\books\books_1.jpg,46,54
books,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmnpQZrwoczkvlV7DcuCUKXendM19n0PX7-QoukSnFgjXHe1A33-rLemTz&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\books\books_2.jpg,46,46
books,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI7fNkqr2ngtMMV48psW2bnmFU6i2gu-QnhpOHs9c8pv5DW1k2JUERSYfW&s,D:\Coding\Sem6 Assignments\scalable_data_collection\A_ImageDataset\data\books\books_3.jpg,61,46
